Unique_id,yr_blt,lotsize,sqft,bath,bedrms,trans_value,pool
9145627,1948,8750,1297,1.5,2,221950,0
9145661,1948,6250,1096,1,2,74150,0
9147544,1948,10200,772,1,2,84900,0
9148655,1948,9000,1148,1,2,140000,0
9148680,1948,10800,1902,1,2,166500,0
9148930,1948,5000,572,1,2,72246,0
9150909,1948,15000,2277,2,5,315000,0
9151150,1948,43236,1809,2.75,3,360000,0
9153497,1948,29000,840,1,2,120000,0
9153689,1948,9450,1118,2,3,240000,1
9092190,1949,9000,2196,1.75,3,180000,1
9092401,1949,6000,650,1,2,134000,1
9094409,1949,5500,1334,1,2,164000,1
9095330,1949,9000,3884,2.75,4,240000,1
9095772,1949,6000,1715,2,3,179500,1
9095830,1949,6000,1052,1.75,2,275000,1
9095839,1949,6000,1184,1,3,133791,1
9095883,1949,6000,816,1,2,149900,1
9095994,1949,7500,768,1.75,2,270000,0
9096045,1949,5400,1818,1.5,2,219950,1
9096079,1949,7000,2178,2,2,173928,0
9096989,1949,6600,1632,1.75,3,150000,1
9097000,1949,7049,1538,1,2,110000,0
9097054,1949,6095,1098,1.5,2,159000,0
9098235,1949,6437,1296,1,4,230700,0
9098253,1949,6060,1296,1,4,117755,0
9098254,1949,6562,1780,2,5,155000,0
9098256,1949,7770,1116,1,3,142000,0
9099114,1949,6000,1906,1,3,169950,0
9099221,1949,6600,842,1,2,95000,0
9100410,1949,6000,1004,1,2,108401,0
9101157,1949,6426,1488,1,3,161500,0
9102326,1949,5590,800,1,2,172000,1
9102482,1949,10650,1200,1,2,105750,0
9103221,1949,6500,1452,1,2,141000,0
9103490,1949,8363,1328,1.5,2,189900,0
9104388,1949,7620,1008,1,2,126000,0
9104454,1949,6000,1965,1,4,125000,0
9106408,1949,7018,1464,1,3,80950,0
9107666,1949,5750,876,1,2,132900,0
9108042,1949,7150,1440,1,2,205500,0
9108395,1949,7650,1344,1.75,3,169000,0
9108479,1949,6000,1148,1,2,75000,0
9108660,1949,10440,1830,1.75,3,246000,0
9109047,1949,6345,768,1,2,109900,0
9110272,1949,4875,1442,1,3,150000,0
9110373,1949,5500,1512,1,2,195000,0
9110465,1949,5500,1512,1,2,145000,0
9110984,1949,6000,1364,1,2,218950,1
9111809,1949,6000,912,1,2,135000,0
9111882,1949,6000,2016,2,3,225000,0
9112915,1949,5250,786,1,2,76000,0
9113373,1949,6000,856,1,2,135000,0
9130588,1949,26510,1822,1.5,3,143950,1
9131065,1949,13068,501,1,1,110000,0
9145536,1949,5000,736,1,2,85000,0
9145632,1949,5000,1372,1,2,160000,0
9145658,1949,5000,880,1,3,161000,0
9145669,1949,10000,1476,1,3,126000,0
9147839,1949,22798,1812,1,2,125000,0
9148473,1949,6200,1504,1,3,156950,0
9148872,1949,7500,1216,1,2,179800,0
9148954,1949,6250,1142,1,2,148000,0
9149556,1949,5100,858,1,2,82000,0
9149886,1949,6900,768,1,3,142800,0
9149933,1949,6120,1268,1,3,140000,0
9150081,1949,8250,2296,3,5,160000,1
9150235,1949,6420,720,1,2,140000,0
9150916,1949,8500,1198,1,3,229500,0
9150952,1949,6000,1369,1,3,199000,1
9153462,1949,9000,1041,1,3,134900,1
9090895,1950,19180,3224,2,5,396000,1
9091591,1950,10000,1362,1,4,214950,1
9092293,1950,7950,1694,1.5,2,252000,0
9092763,1950,5100,1391,1,3,275000,1
9092907,1950,6743,1116,1,3,173500,1
9092914,1950,6000,1463,1,3,138444,1
9093091,1950,6000,854,1,2,234500,1
9093210,1950,6600,1090,1,2,141353,1
9093309,1950,6840,2028,2,3,278750,0
9095437,1950,7318,864,1,3,152000,1
9095521,1950,6240,2110,1,3,321800,0
9095574,1950,6500,1538,1.5,3,198185,1
9095581,1950,6500,2439,1.75,4,479500,1
9095708,1950,5776,1086,1,3,277000,1
9095971,1950,6600,1144,1,3,235000,0
9096140,1950,6600,1720,1,2,202000,0
9096860,1950,7000,810,1,2,91200,1
9097650,1950,7425,2441,1.75,2,365000,1
9098001,1950,6750,1828,1,2,219950,1
9098322,1950,15570,3144,1.75,3,574000,1
9098366,1950,13330,2896,1.75,3,525000,1
9098835,1950,7150,1248,2,5,255400,0
9098851,1950,7150,1580,1.75,3,167000,0
9098913,1950,7150,1248,2,5,163500,0
9099808,1950,6370,1104,1,3,220000,0
9100204,1950,5760,1381,1,2,93000,0
9100261,1950,6000,2110,1,3,246000,0
9100558,1950,6500,1353,1.5,2,219950,0
9101149,1950,6432,1584,2.25,3,215000,0
9101172,1950,7022,1440,1,3,168455,0
9102965,1950,5900,974,1,2,135000,0
9103307,1950,6500,1547,1,3,189950,1
9104194,1950,6000,1552,1,2,205000,0
9104367,1950,12546,2088,2,4,175000,0
9104930,1950,6325,2226,1.5,2,246500,0
9105910,1950,6500,1112,1,3,182000,1
9106167,1950,5710,1132,1.5,2,175000,0
9107731,1950,5100,852,1,2,110500,0
9108004,1950,9750,1824,2,3,166000,0
9108746,1950,6000,1014,1,2,113500,0
9108818,1950,6000,832,1,2,147150,1
9108870,1950,10000,2472,1.75,4,236000,1
9109170,1950,6000,1204,1,2,245000,0
9109205,1950,7095,1008,1,2,189950,1
9109567,1950,5400,1098,1,3,144785,0
9109647,1950,5100,1296,1.5,3,153670,0
9110276,1950,7729,2212,1.5,4,226500,0
9110307,1950,5865,1280,1,3,195000,0
9110549,1950,6500,876,1,2,240000,0
9112201,1950,23310,1805,2,4,266000,0
9112689,1950,5000,2192,2.75,3,189000,1
9112758,1950,5250,886,1,2,115000,0
9112931,1950,5650,1312,1,2,120000,0
9113157,1950,5900,1297,1,3,157250,0
9127937,1950,24180,1665,1.75,3,199500,0
9128266,1950,47480,1988,1,2,330000,0
9128512,1950,13000,1573,1.5,2,300000,0
9128534,1950,13000,3417,2,2,465000,0
9128606,1950,22800,1674,1.5,3,265000,0
9128874,1950,50094,1636,1.75,3,228000,0
9130247,1950,29000,1146,1,3,178000,0
9130291,1950,51445,1152,1,3,227000,0
9130836,1950,15300,1580,2,3,135150,0
9130861,1950,28314,3192,2,4,206292,0
9134517,1950,14810,1923,1,1,128000,0
9136236,1950,59677,1344,1,3,210000,0
9137039,1950,128937.6,1761,2,2,335000,0
9143264,1950,22651,560,1,2,190000,0
9145428,1950,5000,1248,1,2,95000,0
9145543,1950,10000,2052,1,4,165000,0
9145558,1950,5000,868,1,2,108542,0
9145564,1950,5000,1296,1,2,109593,0
9145576,1950,7500,2349,2,6,145000,0
9145762,1950,7500,1812,1,1,130000,0
9145944,1950,13939,1571,1.5,3,169500,0
9147332,1950,136778.4,996,1,2,200000,0
9147371,1950,28314,1672,1.5,3,135000,0
9147575,1950,13575,1720,2,3,224650,0
9148596,1950,18750,2026,1.75,3,165000,0
9148810,1950,7500,1211,1.5,3,89950,0
9149010,1950,5000,1114,1,2,88500,0
9149540,1950,9000,1872,1,2,194500,0
9149800,1950,12555,1362,1.5,3,219995,0
9149804,1950,10220,1536,1,3,177950,0
9149806,1950,7990,940,1,2,90000,0
9149809,1950,7885,1312,1,2,113500,0
9149824,1950,14960,1350,1,3,217450,1
9149833,1950,7650,1537,1,3,229950,0
9149842,1950,7000,1032,1,2,161261,0
9149856,1950,7200,2148,1.5,4,105000,0
9149879,1950,6357,1028,1,2,175000,0
9149880,1950,6600,808,1,2,170000,0
9149885,1950,7648,1008,1,2,103950,0
9149896,1950,8230,1038,1,3,155000,0
9149918,1950,8400,1032,1.5,3,86092,0
9149948,1950,6600,1266,1,4,138000,0
9149973,1950,6600,1292,1,2,135500,0
9150000,1950,6900,1302,1.75,4,120000,0
9150077,1950,5663,1245,1,3,150000,0
9150209,1950,22350,1368,1.5,3,260000,0
9150430,1950,22800,1392,1.5,3,265000,0
9150507,1950,13000,1561,1.5,3,202500,0
9150603,1950,14200,1104,1.5,3,174000,0
9150895,1950,6000,864,1,3,145000,0
9150906,1950,12000,1012,1,3,117000,0
9150999,1950,9000,1146,1.5,2,235000,0
9151483,1950,4000,896,1,2,77948,0
9151512,1950,1850,728,1,2,150000,0
9151560,1950,10000,1299,1,3,175000,0
9152351,1950,7500,1439,1,3,175100,0
9152457,1950,7800,1640,1,3,265000,0
9152799,1950,8080,924,1,3,226450,0
9153500,1950,6000,896,1,2,145000,0
9153654,1950,18660,966,1,2,160000,0
9153735,1950,10000,1493,1.5,4,187000,0
9092516,1951,6000,1824,1.75,4,268000,1
9093035,1951,7800,1540,1.75,3,250100,0
9095124,1951,7668,1728,1,3,138000,0
9095197,1951,3760,820,1,2,215000,1
9095384,1951,6500,1248,1,3,154501,1
9095473,1951,6500,1716,1.5,4,198998,1
9095685,1951,7687,2155,1.75,4,169200,0
9095841,1951,9750,2202,1,3,172500,1
9095957,1951,6000,1356,1,3,306000,0
9096152,1951,6105,1000,1,3,225000,0
9096966,1951,8494,1432,2,3,116000,0
9096967,1951,7000,1134,1,2,150000,1
9096995,1951,6800,882,1,3,148000,0
9097001,1951,10380,966,1,2,165000,0
9097006,1951,6900,882,1,3,93000,0
9097013,1951,9990,1134,1,4,221500,0
9097022,1951,11777,1794,1,3,269950,0
9097024,1951,8505,864,1,3,119900,0
9097027,1951,6800,1534,1,3,155000,0
9097046,1951,7800,966,1,2,225500,1
9097065,1951,8775,1365,1.75,3,186600,1
9097074,1951,9990,1350,1,3,152900,0
9097081,1951,7830,981,1,2,169500,1
9097106,1951,8100,1200,1,2,98889,1
9097660,1951,7200,2172,1.75,2,360000,0
9098288,1951,21206,3685,2.75,4,640000,0
9101985,1951,6670,768,1,2,85000,0
9102122,1951,5118,1178,1,3,174950,1
9102124,1951,6250,825,1,2,79950,0
9102139,1951,5459,1438,1,3,153100,1
9102997,1951,5000,858,1,2,78900,0
9104257,1951,6300,1224,1,2,84928,0
9104644,1951,6000,720,1,2,146500,0
9105027,1951,7800,1431,1.5,2,155000,0
9109888,1951,8100,1179,1.75,3,190050,0
9110125,1951,6000,1701,1.5,3,205000,0
9110335,1951,5000,1160,1,2,97000,1
9110538,1951,6000,637,1,2,79950,0
9110824,1951,5000,881,1,2,179950,1
9111686,1951,9000,2052,2.75,3,182000,0
9112455,1951,17424,2152,1.5,2,184590,0
9112500,1951,17424,1432,1.5,2,155000,0
9112975,1951,6000,1558,1.75,3,144000,0
9112985,1951,5650,1132,1,2,161500,0
9113001,1951,18000,2444,1.5,4,242600,0
9113438,1951,6750,1255,1,2,88950,0
9124761,1951,98881.2,3302,2,3,205000,0
9127382,1951,35284,2001,1.5,3,450000,0
9145413,1951,39640,1100,1,2,108000,0
9145437,1951,7500,2652,1,2,165000,0
9145620,1951,5000,1324,1,2,194500,0
9145744,1951,6000,1032,1,2,86200,0
9145784,1951,5000,936,1,2,187500,0
9145810,1951,5000,864,1,3,140000,0
9146167,1951,35719,2150,1.5,2,135000,1
9148852,1951,6500,1711,2,3,224950,0
9148948,1951,5000,1128,1,2,163500,0
9149118,1951,5200,867,1,2,105000,0
9149125,1951,6500,1076,1,3,99950,0
9149852,1951,8600,942,1,3,140000,1
9149853,1951,9000,912,1,3,87000,0
9150184,1951,8250,1184,1,2,119000,0
9150282,1951,8250,1281,1,3,200000,0
9150304,1951,8250,1572,1,3,190000,0
9150310,1951,7500,1032,1,2,117000,0
9150320,1951,8250,1567,1,3,170000,0
9150331,1951,8250,1715,1,3,196500,0
9150929,1951,7500,1128,1,4,158050,0
9151591,1951,5700,677,1,2,95000,0
9153531,1951,6000,1064,1,2,112922,0
9093171,1952,7200,1173,1,3,152500,0
9095434,1952,9000,1488,1.5,3,248500,0
9096204,1952,7500,1988,1.75,4,320000,0
9096651,1952,5000,1192,1,2,223500,0
9099554,1952,8000,1607,1,3,210800,0
9099750,1952,6000,1545,1.75,3,134950,0
9101164,1952,6330,1148,1,1,175000,0
9102039,1952,5750,1538,1,2,117503,0
9107216,1952,5500,1122,1.75,2,141485,0
9110356,1952,9291,2036,1,3,130301,0
9110621,1952,9375,1590,1.5,3,200000,0
9111088,1952,9000,1050,1.5,2,170000,0
9111780,1952,6000,1344,1,2,193000,0
9113299,1952,6600,1484,1,2,100550,1
9127655,1952,34209,1128,1,3,253100,0
9127886,1952,9750,1170,1,3,237500,0
9130121,1952,19000,2058,1.75,5,162500,0
9130162,1952,7616,1204,1,3,260000,0
9130892,1952,7500,2602,2.5,3,187800,0
9134568,1952,34984,1460,1,3,262500,0
9145478,1952,10000,1774,1.5,4,250000,0
9146099,1952,10072,1056,1,3,175000,0
9148249,1952,8250,1738,1.75,4,197800,0
9150008,1952,9000,972,1,3,104000,0
9150822,1952,9790,946,1,3,92000,0
9150927,1952,6888,1318,1.5,2,140512,0
9151215,1952,15600,2274,1.75,3,480000,0
9153925,1952,9585,1325,1.5,3,246950,0
9092661,1953,6000,1200,1,2,276000,1
9092929,1953,6000,1140,1,2,129000,0
9095651,1953,5200,1208,1,2,169950,1
9097037,1953,8625,1271,2,3,220000,0
9098049,1953,7620,1902,1.5,3,235000,1
9098076,1953,7810,1582,1.75,3,325000,1
9098092,1953,6780,2634,1.75,4,385000,0
9099192,1953,6000,833,1,3,117250,1
9099340,1953,7200,900,1,3,201500,0
9099372,1953,7200,900,1,2,149500,0
9100087,1953,8280,2040,1.5,3,160000,0
9101136,1953,6300,836,1,2,99995,0
9102066,1953,10200,1478,1.5,4,130301,0
9102080,1953,5070,1401,1.5,2,215000,0
9102136,1953,5750,940,1,3,116000,0
9102145,1953,6500,1907,1.5,3,179000,0
9104630,1953,7100,1492,1.75,3,160000,0
9107104,1953,5500,1472,1,2,139000,0
9108793,1953,7812,720,1,2,100500,0
9109769,1953,7813,1245,1,3,218300,0
9110202,1953,6000,1336,1.75,2,202500,1
9110337,1953,5000,1518,2,3,135000,1
9110437,1953,7500,1568,1.5,3,114950,0
9110981,1953,6500,1228,1,3,150000,0
9113050,1953,6400,1352,1,3,187000,0
9113063,1953,5400,992,1,3,120000,0
9127151,1953,46527,1348,1.5,3,237000,0
9149520,1953,12197,1284,1.75,4,157250,0
9149552,1953,12197,1284,1.75,4,232950,0
9149825,1953,6980,1404,1.5,3,99950,0
9149908,1953,7217,1414,1,2,104500,0
9153619,1953,8269,1692,1,3,218000,0
9093154,1954,6000,1090,1,3,140000,1
9094032,1954,11700,1958,1.75,2,400000,1
9095564,1954,7000,1279,1,3,216500,1
9097688,1954,16553,2460,1.75,3,359950,1
9097708,1954,7200,2809,1.75,4,300000,0
9097777,1954,11408,2196,2,4,237500,0
9098058,1954,9313,1533,1.5,3,264500,0
9098144,1954,9243,1575,1.5,3,284000,0
9098167,1954,7875,2054,1,3,261500,1
9098387,1954,14556,3192,3,4,425000,0
9099756,1954,6720,952,1,2,150000,0
9099812,1954,6480,969,1,3,116000,0
9102242,1954,3800,1400,1,2,79800,1
9102342,1954,10248,1329,1.5,3,140000,0
9106553,1954,9600,1092,1,3,106000,1
9109592,1954,6880,1266,1,3,101216,1
9109640,1954,8145,2273,1,3,257800,1
9109723,1954,8400,2446,1.5,2,135000,0
9109907,1954,6750,1068,1,3,208000,0
9110417,1954,13500,1568,1.75,3,249500,0
9113047,1954,5995,1032,1,3,200000,1
9113065,1954,7940,992,1,3,132100,0
9113187,1954,6750,1445,1.75,4,168000,0
9116494,1954,87120,1652,1,2,134000,0
9117017,1954,9360,1144,1.75,3,270150,0
9130616,1954,9000,1258,1,3,180000,0
9134494,1954,18291,1008,1,3,181950,0
9135950,1954,19226,1025,1,2,105000,0
9136456,1954,104108.4,1602,1,3,187889,0
9145684,1954,15000,2260,1.75,3,201500,0
9145883,1954,7704,1508,1,2,199000,0
9149744,1954,9920,1322,1,2,185000,0
9149790,1954,9780,2125,1,3,249000,0
9149854,1954,5355,1322,1,3,160000,0
9149857,1954,7590,1042,1,3,89250,0
9150263,1954,8250,2216,1.5,3,155000,1
9150637,1954,9555,1122,1.75,4,213000,0
9150645,1954,29151,2214,1.5,2,525000,0
9150650,1954,19880,1632,1.5,3,225000,0
9150703,1954,9500,2180,3.5,7,143000,0
9150753,1954,8500,1012,1,3,95000,0
9150805,1954,9240,1796,2,4,117800,0
9150837,1954,6500,1108,1,3,170000,0
9151191,1954,23000,2870,1.75,4,460000,0
9152694,1954,9880,1430,1.5,5,350000,0
9152711,1954,9450,1770,1.5,4,137500,0
9152804,1954,19500,2336,2,5,261550,0
9153454,1954,9996,1128,1,3,229500,0
9153539,1954,12000,1482,1.5,3,206000,0
9090955,1955,37462,2033,1.75,3,525000,0
9097189,1955,10200,1056,1,2,131000,0
9097243,1955,7930,1136,1.5,3,279373,0
9097425,1955,9600,1196,1,2,148000,0
9097861,1955,8510,1215,1,3,163500,1
9097916,1955,8510,1735,1.75,3,146000,0
9098164,1955,8000,2572,1.5,4,346000,0
9099460,1955,8570,1000,1.5,3,191835,0
9099694,1955,6000,1806,1.5,3,189500,0
9099916,1955,7560,1682,1.5,3,243000,0
9101115,1955,10800,1244,1,3,169000,0
9104420,1955,6000,1566,1,4,114450,0
9106522,1955,6400,1327,1,4,105000,0
9107985,1955,5750,1464,1,3,185000,1
9108901,1955,9315,2260,1,3,147300,0
9108918,1955,5394,1404,1,4,94500,0
9108966,1955,9315,2744,1,3,169950,0
9109649,1955,4960,1272,1,2,105000,0
9109805,1955,7000,1484,1,3,183000,0
9110183,1955,6000,1250,1,3,176000,0
9110513,1955,5394,2025,2,4,177500,0
9112999,1955,13068,1424,1,2,90000,0
9113028,1955,6198,1152,1.5,4,210731,0
9113089,1955,6195,1032,1,3,116340,1
9113144,1955,6191,1272,1,3,198421,0
9113275,1955,6000,1084,1,2,87900,0
9113315,1955,7750,1640,1,2,188290,0
9116626,1955,4800,785,1,2,147000,0
9117587,1955,11360,837,1,1,335200,0
9129407,1955,108900,840,1,2,200000,0
9130185,1955,11400,1736,1.5,3,320000,0
9130906,1955,12197,1281,1,3,137000,0
9136374,1955,208216.8,2520,1.5,3,259500,0
9145559,1955,7000,1128,1,3,135000,0
9145681,1955,7500,1266,1,3,130000,0
9146213,1955,20400,1780,1.75,3,215000,0
9148308,1955,10427,720,1,2,123000,1
9149038,1955,7500,989,1,3,163150,0
9149211,1955,9375,1356,1.75,3,159950,0
9149686,1955,8392,1224,1,3,205000,0
9149752,1955,12087,2701,2.25,4,185000,0
9149783,1955,9600,1423,1.5,3,101000,0
9149788,1955,9596,1104,1,2,127200,0
9150739,1955,11830,1118,1,3,152250,0
9151256,1955,22000,4102,3.25,4,700000,0
9151339,1955,20000,1948,2,4,253500,0
9152372,1955,10350,1368,1.5,4,125000,0
9152412,1955,7174,1832,1.5,3,143000,0
9152743,1955,9500,1474,1.5,3,148500,0
9153572,1955,7500,1689,1,3,126950,0
9153771,1955,10875,2820,2.5,5,184000,0
9154021,1955,16333,2154,1.75,3,300000,0
9154503,1955,10800,1077,1.5,3,175092,0
9093060,1956,9000,1771,1.5,3,275000,1
9095603,1956,7800,1605,1.75,3,257500,1
9096257,1956,6480,966,1,3,219500,1
9097315,1956,11000,1800,2.5,3,250000,0
9097422,1956,10800,1256,1.5,3,205000,0
9097564,1956,9450,1706,1.75,3,244256,1
9097682,1956,13200,2565,1.75,3,483000,0
9099208,1956,9525,1122,1,2,130000,0
9099478,1956,7888,1898,1.5,4,144021,0
9099568,1956,7396,1774,1.75,3,221500,1
9099592,1956,7769,1928,1.5,3,182000,0
9100656,1956,6000,1910,1,3,127974,0
9105182,1956,9000,3072,1.75,3,220000,0
9105429,1956,6050,1796,1,3,199900,0
9106453,1956,6000,1729,1,3,210000,0
9108382,1956,6000,1416,1,2,240000,0
9109571,1956,13022,1685,1.75,3,150000,0
9109922,1956,7200,1922,2,3,159000,0
9110594,1956,6000,1011,1,3,143000,0
9117067,1956,9193,1436,1,2,165000,0
9130366,1956,23522,1264,1,3,110000,0
9131000,1956,31040,2706,1,2,196000,0
9136895,1956,9395,1458,1,3,179000,0
9142048,1956,24053,1460,1.5,3,187700,0
9145644,1956,7500,1569,1.75,4,110452,0
9149050,1956,6550,1414,1.75,3,122183,0
9149700,1956,8100,1628,1.75,3,223500,0
9149706,1956,8045,1628,1.75,2,148000,0
9149712,1956,8058,1750,1.5,3,140500,0
9150344,1956,16500,1436,1.5,3,136059,0
9150383,1956,19400,1783,1.5,4,163701,0
9150467,1956,10500,1407,1.5,3,166000,0
9150485,1956,9900,1521,1.5,3,232000,0
9150513,1956,30700,2796,2.75,4,350000,0
9151107,1956,18295,1362,1.5,3,257500,0
9151122,1956,6000,1150,1,2,210000,0
9151618,1956,9665,887,1,2,120000,0
9152655,1956,10125,960,1,3,94000,0
9154042,1956,48711,3810,1.75,3,455000,0
9092043,1957,8400,1512,1.5,3,300000,1
9093390,1957,5386,909,1,2,194000,0
9097231,1957,8448,1702,1.75,4,288500,0
9097262,1957,7800,2400,1.5,3,165000,0
9097372,1957,8137,1489,1.5,3,365000,1
9097405,1957,13125,3151,3.25,4,575000,0
9097703,1957,10766,3439,2.5,4,519125,1
9097711,1957,7387,2095,1.5,3,238000,1
9098152,1957,6660,1728,1.75,3,279950,0
9098337,1957,10371,3121,1.75,3,300000,0
9099497,1957,6500,1600,1.75,4,239900,0
9099664,1957,9000,1576,1.5,2,145424,0
9103521,1957,7000,1328,1,3,168000,0
9104226,1957,7620,2138,2,4,217450,0
9104261,1957,11880,1441,1.5,3,105055,0
9108514,1957,8550,1819,1.75,3,108500,0
9109406,1957,6000,1701,1,2,178000,0
9109598,1957,9450,1440,1.5,3,139950,0
9111030,1957,15000,1943,1,3,210000,0
9113027,1957,6225,1008,1,3,90000,0
9127441,1957,28750,2803,2.5,3,549000,0
9129403,1957,22620,1294,1.5,3,251000,0
9148184,1957,6375,308,1.5,2,75000,0
9149223,1957,10000,1664,1.5,4,237000,0
9149446,1957,13000,2788,1.75,3,159967,0
9149688,1957,12720,2464,2,3,239950,0
9149774,1957,10000,2056,2,3,195000,0
9150380,1957,25137,1626,1.5,2,194171,0
9150411,1957,17500,1432,1.5,3,159111,0
9150947,1957,18500,4856,3.25,5,441000,0
9151203,1957,48300,2008,2,3,491150,0
9152723,1957,8500,1222,1.5,3,109950,0
9153146,1957,9900,2028,2.25,4,220000,1
9153300,1957,21000,2032,1.5,3,160000,0
9153389,1957,11880,2834,2.5,4,144000,0
9092181,1958,9000,3777,1.75,3,267000,1
9095801,1958,6068,1218,1.5,2,136244,1
9096980,1958,5985,1084,1.5,3,159950,0
9097109,1958,6350,1059,1,3,245000,0
9097285,1958,7986,1656,1.5,3,170000,1
9097325,1958,7820,1326,1,2,134950,1
9097350,1958,12000,3038,2.5,4,389000,1
9106839,1958,7187,1860,1,3,197000,0
9110579,1958,8520,3024,1.5,3,236274,1
9111679,1958,6000,1490,2,4,173840,0
9112471,1958,9720,1417,1.5,3,109950,0
9113556,1958,7200,1400,1,3,174000,0
9118694,1958,8922,1768,1.75,3,158440,0
9127196,1958,16800,2038,1.5,3,399950,0
9128175,1958,13470,1368,1.75,3,257000,0
9130545,1958,33106,950,1,3,116000,0
9130799,1958,24394,1288,1,3,144950,0
9131032,1958,26240,2139,2.25,2,206206,0
9131098,1958,28314,4106,1,4,260000,0
9135380,1958,46800,2024,1.75,3,189905,1
9136249,1958,7875,814,1,2,142000,0
9139689,1958,15400,1436,2.25,4,145500,0
9139719,1958,15400,1196,2.25,4,210000,0
9145106,1958,10000,1943,1.75,3,104000,0
9145151,1958,11250,1646,2,4,135000,0
9145442,1958,7405,1102,1,2,191000,0
9145826,1958,7500,1457,1.5,3,171000,0
9145864,1958,6500,1136,1,3,101621,0
9148243,1958,5500,720,1,2,135500,0
9148772,1958,7440,2211,2.75,3,150000,0
9149742,1958,10224,988,1,3,176275,0
9150083,1958,12800,2062,1.5,4,133500,0
9151138,1958,13500,1949,1.5,3,185000,0
9152649,1958,8500,1536,1.5,3,168500,0
9152661,1958,8700,1201,1,3,205000,1
9152778,1958,10125,988,1,3,220000,0
9152791,1958,10125,1192,1,3,105000,0
9153136,1958,13158,1650,1.5,3,185000,0
9091005,1959,10115,1494,1.75,3,308000,1
9092269,1959,6600,2490,1.5,2,273399,1
9097049,1959,7095,1579,1.5,3,254000,0
9097367,1959,9945,2400,2.75,4,286000,1
9097431,1959,9150,2702,2.25,4,291000,0
9097646,1959,10800,1760,2,3,287950,0
9097782,1959,9000,3530,2.5,2,385000,1
9098290,1959,20750,3562,2.5,3,315000,0
9099392,1959,6000,1160,1,2,119248,0
9099435,1959,8426,1437,1,3,237000,1
9106406,1959,12000,1821,1,3,175000,1
9109903,1959,8400,1848,1.5,3,185000,0
9111756,1959,6000,1204,1,3,203600,0
9112003,1959,6000,1288,1,2,203000,0
9112378,1959,7200,1762,1.5,3,188600,0
9112487,1959,9000,2156,2,3,229950,0
9112495,1959,11326,2146,1.5,3,213688,0
9112876,1959,6200,1008,1,3,149950,1
9113245,1959,5950,962,1,3,136118,0
9113329,1959,10075,1177,1.75,3,233000,0
9113397,1959,12000,1680,1.75,3,200000,0
9113401,1959,9405,2545,1.5,4,168000,0
9113614,1959,9125,1547,1.75,3,207000,1
9113847,1959,76121,2631,1.75,3,625000,0
9113855,1959,76121,1531,1.75,3,396000,0
9114573,1959,48854,1200,1,1,95000,0
9128162,1959,11278,1564,1.5,3,229900,0
9128997,1959,64500,3551,2.75,2,564000,0
9130489,1959,21750,1670,1.75,3,182900,0
9131025,1959,8000,1024,1.75,3,95000,0
9131590,1959,11761,2258,1.5,5,238000,0
9131735,1959,14420,1516,1.5,3,168250,0
9138110,1959,12500,1680,2,3,309950,0
9138965,1959,105415.2,1144,1,3,200000,0
9138984,1959,48811,2124,1,3,159017,1
9138986,1959,29408,3095,1.75,3,157001,0
9145143,1959,17250,1552,1.75,4,130000,0
9147861,1959,19698,1628,1.75,3,203450,0
9149615,1959,9785,1484,1.75,3,121240,0
9150606,1959,15000,1906,1.75,3,226500,1
9153285,1959,14300,1446,1,3,256095,0
9153459,1959,8250,1064,1.5,3,219500,0
9153552,1959,10800,1137,1.5,3,189950,0
9153688,1959,9000,1652,1.75,4,181000,0
9153744,1959,9800,1253,1.5,3,159950,0
9153821,1959,16200,1682,1.5,3,192500,0
9092310,1960,7200,1366,1,3,319935,1
9092478,1960,6000,748,1,3,206500,0
9092679,1960,5980,2825,1.75,4,369000,1
9096787,1960,6720,1002,1,3,225000,1
9097875,1960,8640,2365,1.5,3,233000,0
9098276,1960,9100,2139,1.5,3,289000,0
9098712,1960,9000,1300,1,3,200000,0
9099362,1960,6522,1804,1.5,3,248000,0
9099524,1960,10042,1437,1.5,4,187950,1
9099542,1960,13027,1599,1.5,2,172183,0
9099863,1960,7130,1598,1,3,140000,0
9103317,1960,6500,880,1,3,93583,0
9103420,1960,8450,1456,1,3,160000,0
9107824,1960,6510,1336,1,2,125000,0
9109806,1960,7410,1322,1.5,3,172000,1
9111227,1960,19166,1730,1.5,3,160000,0
9113680,1960,8190,1030,1,3,137000,0
9118831,1960,8609,1158,1,2,162500,0
9121487,1960,17000,850,1,2,174266,1
9121696,1960,12000,704,1,2,87255,0
9121879,1960,15444,960,1,3,215000,0
9126735,1960,84128,920,1,2,302484,0
9126859,1960,21780,2110,1.5,4,316000,0
9127086,1960,16284,2780,1.5,3,318000,0
9127326,1960,38768,2165,1.5,4,345000,0
9127570,1960,30440,2748,1.75,4,430950,0
9127743,1960,6707,800,1,3,225000,0
9129036,1960,21748,2216,1.75,3,405600,1
9131952,1960,33150,2420,2.25,4,275000,0
9135744,1960,19865,3212,1.75,3,230000,0
9135877,1960,47250,3056,1.5,3,215000,0
9135878,1960,14581,960,1.5,3,219000,0
9135920,1960,27232,2824,1.75,3,246000,0
9138447,1960,18013,1339,1,3,168000,0
9145194,1960,11250,999,1,3,210000,0
9145571,1960,7500,1711,2.5,3,230000,0
9145747,1960,7500,984,1,2,170000,0
9145842,1960,10000,2072,1.75,4,162000,0
9145905,1960,11046,1324,1.5,3,129800,0
