Unique_id,yr_blt,lotsize,sqft,bath,bedrms,trans_value,pool
9092497,1900,6000,1662,1.75,3,131500,1
9093130,1900,6600,1656,1,3,122500,1
9093172,1900,6000,2814,1.75,4,445000,1
9093524,1900,6000,1514,2,2,247000,1
9093703,1900,4500,1464,1.5,3,271000,1
9093933,1900,2250,822,1,2,179900,1
9094075,1900,4175,2089,3.25,3,336000,1
9094189,1900,6500,2720,1.5,4,232622,0
9094255,1900,4875,1666,1.5,3,405000,1
9094257,1900,4550,2016,1.5,3,180000,0
9094258,1900,6695,2326,2,3,246500,1
9094335,1900,6500,3264,2.5,3,255948,1
9094368,1900,8750,2180,2,3,345000,0
9094682,1900,5000,2649,3,5,191000,0
9094775,1900,5000,1760,1.5,3,330000,1
9094895,1900,4000,2152,1,3,138444,1
9094944,1900,2364,1742,2,3,193500,0
9095025,1900,6000,1265,1.75,3,305000,1
9097125,1900,6000,1674,1.75,4,285000,0
9099273,1900,6000,2552,2.25,4,315000,0
9099662,1900,6600,1256,1,2,92000,0
9100003,1900,5600,1928,1,3,250000,0
9100049,1900,4830,1062,1,2,224900,0
9100177,1900,5880,1732,1.5,3,235000,0
9100267,1900,3120,1244,1,3,253548,0
9100643,1900,6000,1936,2.5,3,229000,1
9100676,1900,6000,1356,1,3,136118,0
9100678,1900,2500,1288,1,3,150000,0
9100756,1900,3250,1540,1,2,163500,1
9100851,1900,3250,1502,1,2,147000,0
9100911,1900,1950,784,1,2,67477,1
9100992,1900,6500,1785,2.25,4,243000,0
9101059,1900,3825,1624,1,4,100000,0
9101230,1900,6000,1216,1.5,3,101500,0
9101354,1900,6500,1302,1,3,101000,1
9101677,1900,6500,748,1,2,100000,1
9102001,1900,8625,944,1,4,168000,0
9102569,1900,6500,1393,2,3,110000,0
9102617,1900,4810,1092,1.75,2,131406,0
9103220,1900,4810,1666,1.75,3,175250,0
9104090,1900,9200,1196,1,3,206000,0
9104203,1900,7100,1352,1,2,181400,0
9105770,1900,6500,2033,1.75,3,187000,0
9105789,1900,9750,907,1,2,90500,0
9105894,1900,6500,1152,1,2,133000,0
9105999,1900,5850,1060,1.75,1,128200,0
9106550,1900,6400,1744,1,2,74200,0
9106616,1900,6400,1752,2,4,275000,0
9106853,1900,12535,1104,1,2,118447,0
9106906,1900,6000,1928,1,4,242000,0
9108253,1900,5500,1663,1.75,2,205000,0
9110639,1900,6388,2699,1.75,3,267000,0
9113184,1900,3437,702,1,2,138500,0
9115891,1900,69696,1780,1,4,200000,0
9116486,1900,35719,1738,1,2,175000,1
9116917,1900,9100,1197,1,3,154400,1
9116931,1900,9200,1608,1,3,236000,0
9116964,1900,116305.2,2158,1,3,208000,0
9117031,1900,27878,2568,2.5,3,359145,0
9117041,1900,4800,1228,1,2,150000,0
9126391,1900,21798,792,1,2,119000,0
9126643,1900,6870,924,1,2,150000,1
9126931,1900,10890,1346,1,1,187000,0
9127474,1900,14996,1480,1,2,250000,0
9127959,1900,7500,1244,1,3,205950,0
9127962,1900,7000,1504,1,5,281500,0
9128061,1900,7000,1100,1,3,210000,1
9128128,1900,14091,3154,2.75,4,393950,0
9131041,1900,46264,2722,1,2,309750,0
9131348,1900,25700,1024,1,2,246000,0
9131973,1900,34848,1402,1,3,155000,0
9131993,1900,14228,1402,1,3,190400,0
9132030,1900,10224,3083,2.75,5,299000,0
9134493,1900,6970,960,1,3,102000,0
9134868,1900,14375,1452,1.75,3,174510,0
9139856,1900,13500,1944,1,3,174950,0
9143240,1900,40946,1560,1,4,121000,1
9146293,1900,12196,1089,1,2,79950,0
9147376,1900,106286.4,1493,1.75,3,330000,0
9147413,1900,10900,1408,1,3,101427,0
9148374,1900,26214,1060,1,2,114278,0
9153923,1900,12300,2341,1.75,3,307000,0
9094139,1901,6500,3155,1.75,3,222900,1
9094306,1902,2500,966,1.5,3,122950,1
9094323,1902,4865,1459,1,2,249950,1
9094452,1902,4080,1357,1,2,365000,1
9100742,1902,4875,1047,1,2,147500,0
9104632,1902,5850,2120,1.75,3,244000,0
9106054,1902,12500,2488,3,2,127974,0
9108097,1902,5000,2167,1,3,183000,0
9109584,1902,18720,1676,1.75,3,99900,0
9092001,1903,3250,720,1,1,68641,1
9094465,1903,5000,1825,1.5,3,365000,1
9098033,1903,9000,1724,1,3,146000,0
9101393,1903,4875,2529,1.5,3,283000,0
9102200,1903,4810,1342,1,3,110000,0
9103246,1903,6500,896,1,2,95000,0
9103576,1903,6500,1064,1,3,165000,0
9106164,1903,6250,2192,2,4,142725,0
9106221,1903,9375,1316,1,1,157001,0
9107056,1903,5500,1614,1,2,196000,0
9109383,1903,6000,1244,1,4,162000,0
9109410,1903,9300,2120,1,4,152000,1
9094571,1904,5000,2012,1,3,218000,0
9095855,1904,8125,1540,2,3,279000,0
9100247,1904,4500,2096,1.5,3,127974,0
9101933,1904,5750,1292,1,2,98201,0
9102746,1904,5000,1274,1.5,2,150000,0
9106077,1904,9375,1762,1,4,208950,0
9092259,1905,10800,2192,2,4,280000,1
9093372,1905,7187,1892,1.5,4,292000,1
9094095,1905,8750,2267,1.5,5,398500,0
9094317,1905,6500,1700,1.5,4,410000,1
9094494,1905,5000,1500,2,2,239000,0
9094595,1905,5000,1670,1,3,218500,1
9094755,1905,4350,1811,1,3,300000,1
9095734,1905,5500,1465,1,4,116339,0
9099948,1905,4012,1380,1,3,104706,0
9100024,1905,5600,1437,1,2,268450,0
9100687,1905,6000,2063,1.5,4,155056,1
9100738,1905,4500,1548,1,2,95000,0
9100759,1905,6500,2486,2,3,300100,0
9101111,1905,6000,1036,1,2,146000,0
9101297,1905,4875,2408,2,4,262500,1
9101344,1905,3250,1852,1.5,4,123500,0
9101386,1905,2325,2037,1.5,3,215112,0
9101556,1905,9750,1508,1.75,4,225000,0
9101666,1905,6500,2837,3,4,151242,1
9102081,1905,6500,2347,2,2,247000,0
9102156,1905,5500,902,1,2,87000,0
9102567,1905,6840,2112,1.5,4,134000,0
9102815,1905,7500,1370,1,2,175000,1
9102872,1905,3700,1338,1,4,134950,0
9102970,1905,4875,1084,1,2,146000,0
9103127,1905,6500,1284,1.5,3,182500,0
9103252,1905,9750,1824,1,4,102000,0
9103303,1905,4875,1454,1,4,385000,1
9103310,1905,4875,1088,1,4,90000,0
9103671,1905,6500,1280,1,3,74500,0
9103691,1905,4500,1678,1.75,3,139000,1
9103712,1905,6500,1453,1,3,125355,0
9104664,1905,8925,1540,1,3,206000,1
9105755,1905,1500,760,1,2,95000,0
9105805,1905,6500,1199,1,2,210000,0
9105846,1905,6500,1260,1,2,84500,0
9105874,1905,6500,2276,1.75,4,180000,0
9105897,1905,6500,1688,1,4,188492,0
9106137,1905,12500,1408,1,3,210000,0
9106253,1905,6250,1968,1,4,117000,0
9106730,1905,6400,1664,1,2,214950,0
9106811,1905,6400,936,1,3,169990,0
9106893,1905,6000,1454,1,3,160000,0
9108043,1905,4875,1400,1,2,142990,0
9116516,1905,13503,780,1,2,62607,0
9125413,1905,10500,1296,1,2,120000,0
9126277,1905,11761,2684,3,6,278000,0
9127712,1905,10220,1374,2.5,3,171601,0
9145968,1905,9676,1930,1.5,3,176915,0
9092492,1906,6000,1440,1,4,161200,1
9093146,1906,6000,2180,1,4,269500,1
9093355,1906,3000,2659,1,3,348903,1
9093946,1906,6000,1354,1,2,350000,1
9094677,1906,5000,1626,2,3,146800,1
9095400,1906,11250,1676,1.5,4,400000,1
9100568,1906,6000,2396,1.5,3,130800,0
9100589,1906,9000,1554,1.5,3,194500,0
9100810,1906,4290,1229,1,2,113000,0
9101026,1906,6500,1352,1,4,199950,0
9101029,1906,3250,1016,1,3,225000,1
9101546,1906,6500,1536,2,2,197761,0
9101635,1906,4875,1270,1,2,195000,0
9102753,1906,17500,1120,1,2,112069,0
9102947,1906,5000,808,1,2,130000,1
9105623,1906,6500,2248,2,3,167900,0
9105719,1906,6840,1173,1,3,189950,0
9106573,1906,6400,1398,1,2,192800,1
9106728,1906,7670,2442,1.5,3,189000,0
9106776,1906,5500,1016,1,2,120000,1
9106823,1906,7688,1596,1.75,4,174000,1
9108266,1906,6000,1022,1,3,140000,0
9108319,1906,6000,1268,1,2,170000,1
9108360,1906,6000,1948,1.75,3,206000,0
9109054,1906,6000,1464,1,3,225300,0
9109359,1906,10440,2092,2,4,241000,0
9109693,1906,6000,1672,1.75,3,173000,1
9110137,1906,15000,2272,1,3,134500,0
9110345,1906,10000,1654,2,3,145000,0
9094432,1907,5000,2506,2.5,3,499950,1
9095245,1907,6000,2208,2,2,492000,0
9100994,1907,6500,2577,2,4,207000,0
9101574,1907,4875,1006,1,2,160000,0
9101715,1907,6500,1816,2,5,199000,0
9101903,1907,6500,1632,1.75,4,120700,0
9102048,1907,5070,2026,1,4,198500,0
9102449,1907,11550,908,1,2,94500,0
9102512,1907,6958,1888,1,4,126500,1
9102585,1907,6500,1888,1,3,143300,0
9102624,1907,3776,1200,1,3,170000,0
9102777,1907,5000,964,1,2,108250,0
9103831,1907,5000,899,1,1,115900,1
9105769,1907,4800,1164,1,4,110000,0
9105983,1907,6250,2260,1.5,3,130882,0
9106024,1907,5850,816,1,2,115000,1
9106868,1907,6000,1608,1,3,203990,0
9108136,1907,6180,1257,1,3,147950,0
9108226,1907,4500,937,1,2,189950,0
9108374,1907,7200,1811,1,3,189950,0
9108394,1907,7500,3376,2,6,270000,0
9112332,1907,15682,2919,1,3,166366,0
9092248,1908,10800,2298,2.5,5,269000,1
9093723,1908,5850,1872,1.5,3,215228,1
9094250,1908,3230,1128,1,2,250000,1
9094373,1908,6500,1102,1,2,179500,0
9094423,1908,3750,1416,1.5,2,207000,0
9094558,1908,5000,1400,1,2,281875,0
9094739,1908,3750,2184,1.5,4,409000,1
9094827,1908,2500,900,1,2,120000,1
9095504,1908,6000,1458,1,2,217000,0
9099995,1908,4388,1066,1,2,211000,0
9100846,1908,4875,1756,1.5,4,160000,0
9100857,1908,4550,1536,1,3,250000,1
9100903,1908,6500,1290,1.5,3,180000,0
9101336,1908,4875,1385,1.5,3,110500,1
9101376,1908,6500,3498,2.5,4,540000,1
9101439,1908,1875,1362,1,3,147000,1
9101866,1908,11500,1270,1,3,220000,1
9102177,1908,9750,2365,2.5,3,192000,1
9102216,1908,8060,1079,1.5,3,159000,0
9102990,1908,3700,936,1,2,160450,0
9103054,1908,5000,1365,1,4,106481,0
9103069,1908,6000,2055,1.5,3,290000,0
9103697,1908,20000,1846,1,3,166575,0
9105116,1908,6000,1324,1.75,3,155000,0
9105697,1908,4810,1704,2,3,121200,0
9105725,1908,6500,1469,1.5,3,204000,0
9105733,1908,4800,1422,1,3,127974,1
9105941,1908,4810,1502,1.5,3,131950,0
9106035,1908,6250,1963,1,3,199950,1
9106073,1908,6250,1772,2,4,161000,0
9106110,1908,5704,1512,1,3,212700,0
9106226,1908,2875,1244,1,2,119995,0
9106486,1908,9600,2540,2,4,280000,0
9106537,1908,12800,1704,1,2,115991,0
9108186,1908,6000,892,1,2,108196,1
9108265,1908,5500,1312,1,2,91000,1
9108396,1908,5500,1254,1,3,145000,0
9108412,1908,6000,748,1,1,99500,0
9108450,1908,6000,1541,1,2,216270,0
9108980,1908,6000,1710,1.75,2,167500,0
9109371,1908,6000,1690,1,3,155000,0
9109477,1908,6000,1408,1,3,89000,0
9110162,1908,11761,1425,1,4,175215,1
9110844,1908,6360,1415,1,3,135000,0
9110904,1908,6000,1504,1,2,196125,0
9110915,1908,6000,932,1,2,176000,1
9111753,1908,6000,2136,1.5,3,185700,0
9111764,1908,6000,1568,1,4,145795,0
9112982,1908,6500,1372,1,3,125000,0
9092474,1909,5950,942,1,3,174900,1
9094165,1909,6500,2264,2.5,3,300000,1
9094501,1909,5000,1565,1,3,392450,1
9094684,1909,5000,1880,1.75,4,340000,0
9099098,1909,5350,1533,1.75,3,175000,0
9099143,1909,6440,1965,1.5,3,319750,0
9100100,1909,7189,1872,2,4,230000,0
9101630,1909,4875,1564,1.5,3,149950,0
9101656,1909,4875,832,1,2,145000,1
9101811,1909,4875,1844,2,3,290000,0
9102366,1909,6000,1934,1.5,4,154950,0
9103032,1909,5000,2203,2,4,195000,0
9103060,1909,4800,1722,1,2,80000,0
9103189,1909,3750,1348,1,2,150000,0
9103261,1909,6500,1710,2,4,197000,0
9103987,1909,7100,1692,1,4,124483,1
9106287,1909,15625,1320,1,4,142000,0
9106471,1909,6400,1159,1,3,101797,0
9106791,1909,6400,1070,1,3,167170,1
9107357,1909,5500,1192,1,3,207950,1
9107516,1909,5175,1648,2,4,164950,0
9109033,1909,6000,900,1,1,125500,0
9110927,1909,7200,1346,1,2,171500,1
9116633,1909,6075,812,1,2,184868,0
9092227,1910,5000,1446,2,3,156209,1
9092620,1910,6000,1213,1,1,121175,1
9092760,1910,3960,1676,2,3,245000,1
9092797,1910,4500,1400,1,2,320000,1
9093014,1910,6000,1346,1.5,2,290000,1
9093070,1910,5775,1378,1.5,3,247000,0
9093149,1910,6000,1801,1,4,285000,1
9093588,1910,4462,1079,1.5,3,325000,1
9093768,1910,4480,1794,1,3,255000,1
9093784,1910,4320,2149,2,2,229950,1
9093805,1910,4848,2104,1.5,3,400000,0
9094268,1910,6000,2664,2.25,3,419950,1
9094444,1910,3750,2372,1.75,3,450000,1
9094528,1910,5000,2064,1.5,4,375000,1
9094729,1910,4500,1400,1.5,3,183000,1
9094756,1910,5000,1632,1,4,188000,1
9094785,1910,5000,1847,1.5,2,333000,0
9095100,1910,6000,1604,1.75,3,270000,1
9095156,1910,5675,1448,2.75,4,192500,1
9095987,1910,8880,1212,1,4,219000,0
9096148,1910,3996,1668,1,3,236000,1
9096911,1910,5200,1841,1.5,3,229500,0
9099253,1910,6000,1652,1,2,163166,0
9099381,1910,6000,1776,1,3,192850,0
9100111,1910,3848,948,1,2,93072,0
9100182,1910,2000,708,1,1,74000,0
9100390,1910,6000,1056,1,2,185000,0
9100743,1910,3250,3116,2.25,3,385000,0
9100766,1910,4030,1753,1,3,144000,0
9101240,1910,4875,1060,1,2,181000,0
9101247,1910,5750,1703,2,3,140000,0
9101248,1910,2900,1632,1.5,3,204000,0
9101260,1910,7430,2052,1,4,180269,0
9101702,1910,4875,1540,1,4,154950,0
9101747,1910,8125,1024,1,2,150000,0
9101830,1910,6500,1558,1,4,200000,0
9102088,1910,6500,2388,2,4,192900,0
9102117,1910,6500,1512,1,4,126810,0
9102149,1910,4810,1346,1,2,111000,0
9102447,1910,7100,1784,1,4,222000,0
9102508,1910,7120,2216,1.5,2,160000,1
9102522,1910,5254,1208,1,3,200500,1
9102758,1910,3700,749,1,1,69222,1
9102917,1910,3700,910,1,2,131100,0
9103084,1910,4110,884,1,2,100000,0
9103341,1910,3996,616,1,2,125000,0
9103542,1910,6500,1582,1,4,126722,0
9103824,1910,4048,1528,1,3,176000,0
9103863,1910,5000,1034,1,2,95000,0
9103977,1910,5000,1000,1,2,134640,0
9103991,1910,7500,2876,1.5,3,158000,1
9104155,1910,10650,3130,1,3,245000,0
9104167,1910,6750,1465,1.5,3,210000,0
9104330,1910,9000,1679,2,3,183850,0
9105749,1910,4280,912,1,2,239304,0
9105774,1910,6500,1104,1,2,78500,0
9105905,1910,5000,1230,1,3,167000,0
9106084,1910,5850,1116,1,3,122157,0
9106125,1910,4255,768,1,2,198000,0
9106206,1910,5750,2152,2.5,5,205000,0
9106661,1910,6400,1392,1.5,3,224950,1
9107349,1910,5000,828,1,2,75000,0
9108198,1910,6000,1739,1,3,195500,0
9108211,1910,6050,1226,1,2,114900,0
9109452,1910,4080,1202,1,2,80216,0
9109453,1910,6240,1533,1,3,125000,0
9109512,1910,4680,1728,1,3,123600,0
9110541,1910,6500,1072,1,2,109900,1
9110763,1910,6000,1124,1.75,4,140000,0
9112294,1910,18286,3955,3.5,5,316000,0
9112773,1910,6250,1530,1.75,4,243419,0
9112804,1910,5000,788,1,2,145000,0
9125485,1910,8308,910,1.5,1,118500,0
9126000,1910,13500,1536,1,2,156000,0
9145717,1910,10000,2560,1.75,6,135000,0
9153432,1910,10800,1296,1,3,101503,0
9153646,1910,6655,1732,1.5,3,269000,0
9153895,1910,8233,801,1,2,305000,0
9093017,1911,4500,940,1,2,162500,1
9094390,1911,3750,1579,1,2,157500,1
9094669,1911,3750,1694,1,2,325000,0
9095095,1911,4125,1470,1.5,3,226475,0
9099821,1911,7500,2096,1.75,4,127961,0
9100411,1911,4500,1571,1,3,142900,0
9101249,1911,4613,1536,1.5,4,199475,0
9101686,1911,6500,1744,1,3,160000,1
9102181,1911,6500,1343,1.5,3,187400,0
9102831,1911,5000,840,1,2,147400,0
9103577,1911,6500,1364,1,3,110550,0
9104421,1911,6000,808,1,2,85000,0
9105499,1911,8520,1206,1,2,179900,0
9106418,1911,5424,1284,1,4,90000,0
9107096,1911,5500,1025,1,2,126210,1
9107175,1911,5500,864,1,2,134000,0
9108160,1911,1400,1188,1,1,66000,0
9108325,1911,9000,1390,1,2,106124,0
9109339,1911,6000,1804,1,3,114900,0
9109753,1911,6000,1476,2,3,200000,0
9110367,1911,5000,600,1,2,123250,1
9110497,1911,6000,1770,1,4,140000,0
9136254,1911,18853,1657,2,3,107000,0
9150246,1911,7700,1704,2,3,231000,0
9092014,1912,6000,1384,1,3,175000,0
9092392,1912,9000,1476,1.5,3,268000,0
9092580,1912,9000,2102,2,3,210000,1
9092933,1912,6000,1470,1,3,315000,1
9093688,1912,5200,1594,1,4,143098,0
9094062,1912,9750,3050,3,3,619900,1
9094294,1912,4675,1892,1.5,4,350000,1
9094321,1912,3350,832,1,2,351000,0
9094474,1912,5000,1428,1,2,357500,0
9095089,1912,4125,2193,1.5,3,262445,1
9095355,1912,10725,1668,1.5,3,238000,1
9095445,1912,10725,1668,1.5,3,250000,1
9095640,1912,6000,1405,1,3,130000,1
9096880,1912,6250,1668,1,3,107000,0
9096890,1912,4940,1365,1,4,229000,0
9099761,1912,6000,1044,1.5,3,127700,1
9100316,1912,6000,1152,1,2,179500,0
9100891,1912,4875,2585,2.25,4,287900,0
9101011,1912,4875,1536,1,3,127500,1
9101116,1912,6500,1531,1.5,4,240000,0
9101526,1912,6500,1742,1,3,148000,0
9101620,1912,8450,1728,1.5,5,195000,0
9103030,1912,5000,2090,2,5,99500,0
9103975,1912,7500,592,1,1,95500,0
9104174,1912,5100,773,1,2,170000,1
9105638,1912,4500,936,1,2,85000,0
9105773,1912,6500,1372,1.5,3,125000,0
9106258,1912,6250,2321,1,3,163500,0
9107099,1912,6000,1304,1.5,3,135000,0
9107518,1912,6900,1280,1,3,115758,0
9108041,1912,6500,1482,1,3,245000,1
9108216,1912,9000,1954,1,3,212000,0
9108427,1912,10925,1096,1.75,2,165000,0
9109385,1912,4440,882,1,3,125000,1
9110430,1912,39102,1382,1,2,299000,0
9110744,1912,9000,804,1,2,141000,0
9110832,1912,6600,1208,1,2,203500,0
9112103,1912,6000,1392,1,2,162000,0
9112913,1912,6250,1090,1,2,200000,0
9131075,1912,12800,1840,1.5,3,215000,0
9147873,1912,10955,900,1,2,119000,0
9092071,1913,6000,1186,1,3,221000,0
9092628,1913,6000,1558,1,3,235000,1
9094946,1913,4500,2051,2,3,305000,0
9094977,1913,4440,1272,1,3,178000,1
9095103,1913,4500,2146,1.75,4,495000,1
9095121,1913,4125,2338,1.75,2,325000,0
9095322,1913,9000,1138,1,2,169500,0
9098747,1913,8760,1554,1,3,137500,0
9099960,1913,2646,2296,2,3,298000,0
9101721,1913,3395,1074,1,2,155000,0
9102954,1913,5000,1435,1,4,135000,0
9103844,1913,5000,1651,1,2,159000,0
9105091,1913,6000,1873,2,3,235000,0
9105328,1913,6000,1614,1,3,121950,1
9106354,1913,9000,1522,1.75,3,204562,0
9107091,1913,6000,1173,1,3,128000,0
9108885,1913,6000,1636,1,3,143685,0
9109471,1913,5400,1202,1,3,144000,0
9110423,1913,10000,900,1,2,100000,0
9111915,1913,6000,1988,1.75,3,192000,0
9128498,1913,11720,1770,1.75,3,287000,0
9147364,1913,91476,2746,2.25,4,263000,0
9147874,1913,6898,1548,1,4,97000,0
9092798,1914,4500,2558,1.5,5,365000,1
9092989,1914,6000,2607,2.5,4,202500,1
9093326,1914,6000,1006,1,2,390000,1
9094426,1914,6500,1440,1,5,227800,0
9094616,1914,3750,1434,1,3,346500,0
9094964,1914,4500,2431,1.75,3,338000,1
9095090,1914,2750,2116,1,3,195000,1
9095091,1914,5000,2431,1,3,197719,1
9095108,1914,5000,2220,2,4,435000,1
9098693,1914,5080,1511,1.5,3,273000,1
9099022,1914,3956,1338,1.75,2,200000,0
9099292,1914,6000,2304,2,4,306450,1
9100604,1914,4110,1573,1.5,3,230000,1
9100960,1914,8162,1650,1,3,139608,1
9101768,1914,4312,1458,1,3,123500,1
9101978,1914,10155,3220,2.5,4,270000,0
9103447,1914,6500,1248,1,2,103500,0
9104328,1914,6125,2181,3,3,190250,0
9108114,1914,4150,1692,1,2,175000,0
9108934,1914,6000,2028,1,4,97717,0
9110756,1914,6000,1726,1,4,163000,0
9110962,1914,6120,1310,1.75,3,162000,0
9114349,1914,6000,816,1,2,72000,0
9137020,1914,67518,2474,1,4,374000,0
9092439,1915,6000,1672,1,2,275000,0
9092639,1915,8400,2590,1.75,3,341500,0
9093916,1915,9000,2764,1.5,3,459900,1
9094166,1915,2500,2396,1,3,399950,1
9094592,1915,9000,1997,1.75,2,170000,1
9094718,1915,2625,1512,1.5,3,208248,0
9094967,1915,2960,800,1,2,206000,0
9095000,1915,6000,1816,2,3,297950,1
9095037,1915,4800,1014,1,2,233000,1
9095545,1915,6000,1456,1,4,218000,1
9099039,1915,3050,1245,1.5,3,185000,1
9099650,1915,6000,1483,1,3,174452,0
9100770,1915,2925,1771,1,2,127000,0
9103345,1915,6500,1324,1,2,203000,0
9105417,1915,4800,1440,1,2,210000,0
9105583,1915,4033,1106,1,2,185000,0
9105831,1915,1665,808,1,2,57588,0
9105873,1915,2400,1156,1,3,172500,0
9106120,1915,6250,1664,1,4,130000,0
9107021,1915,6000,2006,2,5,188000,0
9109001,1915,8000,1767,1.75,4,265000,1
9111899,1915,9000,1640,1.75,4,176000,0
9112131,1915,6000,1248,1,2,155000,0
9112951,1915,6750,1318,1,2,132500,1
9114396,1915,21000,2323,2,4,280000,0
9125917,1915,6120,912,1,3,80000,0
9130968,1915,104108.4,2968,3.25,3,414000,0
9092832,1916,4500,1921,2,3,187000,1
9093838,1916,6325,2320,2,3,245000,1
9094391,1916,5500,3591,2.5,4,479950,1
9095543,1916,3487,768,1,2,195451,0
9097851,1916,20000,1668,1,3,350000,0
9100340,1916,7500,3166,2.75,4,270000,1
9102470,1916,7100,1420,1,2,219000,0
9102655,1916,6500,1850,1.5,3,147170,0
9105336,1916,7200,938,2,2,83024,0
9105389,1916,7100,1602,1,2,177000,0
9105799,1916,5330,2046,1,3,214950,0
9105918,1916,5460,1040,1,3,114000,0
9106066,1916,4329,1360,1,3,187044,0
9106194,1916,4500,1292,1,3,107000,1
9108079,1916,6000,2155,1,3,132000,0
9111543,1916,9000,990,1,3,143000,1
9136191,1916,217800,1736,1.75,3,445000,0
9148514,1916,61900,1493,1.75,3,285000,0
9092581,1917,6000,1115,1,1,178500,1
9092920,1917,4920,2992,3,3,243500,0
9093513,1917,4400,1856,2,4,389950,1
9093773,1917,1850,1720,2.5,4,417000,1
9093888,1917,3740,2604,3,4,250000,1
9099095,1917,4000,1610,1,4,190000,0
9099900,1917,15000,993,1,2,215000,0
9100686,1917,3750,1332,1,2,133500,0
9100913,1917,4752,1067,1,3,135000,0
9101046,1917,4500,1560,1,3,126000,1
9101263,1917,6500,1492,1,2,121000,1
9101904,1917,6500,1831,1.5,4,157000,0
9103466,1917,6500,814,1,2,170000,1
9104204,1917,8775,816,1,2,94000,0
9105279,1917,6532,1320,1.75,2,121500,0
9105668,1917,5280,2704,1,4,154732,0
9105960,1917,6250,1176,1,2,185000,1
9106209,1917,5850,1705,1,4,116600,0
9108137,1917,6000,1657,1,2,128000,0
9108281,1917,2906,1168,1,4,73500,1
9108524,1917,6000,1755,2,5,185100,0
9108637,1917,5550,910,1,2,140250,1
9093174,1918,6000,1206,1,2,251000,0
9093353,1918,9000,1536,0.75,3,212500,0
9093578,1918,6000,1604,2,3,159950,0
9093973,1918,3740,2915,1.75,3,355000,1
9094848,1918,3000,2396,1,3,142000,1
9096668,1918,6250,1655,2,3,155900,1
9099331,1918,6000,1564,1,2,130450,1
9099402,1918,41085,2028,2.5,4,203595,0
9099938,1918,10000,1260,1,1,135000,0
9100330,1918,4500,1215,2,3,141800,0
9100935,1918,8250,1410,1.5,4,235000,0
9102158,1918,6500,1650,1.75,3,180000,0
9103170,1918,7100,1496,1,3,206500,1
9104104,1918,5100,1096,1,2,104000,0
9105730,1918,6500,1649,1,3,219000,0
9105737,1918,4800,1560,1,2,150000,0
9107078,1918,5500,1350,1,1,167500,0
9107351,1918,7357,1168,1,2,169000,0
9107651,1918,6900,1256,1,2,109000,0
9108315,1918,5500,1296,1,2,98950,0
9108566,1918,9000,1940,1,5,179000,0
9108632,1918,6000,1820,1,4,225000,0
9109463,1918,6000,1102,1,2,169000,0
9111853,1918,5998,1376,1.75,3,163500,0
9135991,1918,27060,1629,1.5,3,189000,0
9148423,1918,16055,2002,2,2,100138,0
9092945,1919,6000,1904,1,3,191903,0
9093397,1919,6000,2798,1.75,3,460800,0
9093618,1919,6000,1584,1,2,145000,0
9094110,1919,3000,2007,2,4,180327,1
9096057,1919,5040,2256,2.75,2,239500,0
9099227,1919,3528,1145,1,3,162500,0
9099371,1919,6490,1508,1,4,115176,0
9099585,1919,6000,640,1,2,214536,1
9100009,1919,3370,1170,1,2,223500,0
9100095,1919,5250,1552,1,2,215500,0
9100102,1919,5250,1333,1.5,2,220000,0
9100114,1919,5250,1413,1,2,211950,0
9100124,1919,5250,1388,1,2,150000,0
9100143,1919,5250,1512,1,2,169500,0
9100190,1919,5250,1205,1,3,227750,0
9100219,1919,5250,1024,1,2,199000,0
9100852,1919,4875,680,0.75,1,74000,0
9101744,1919,6500,1642,1,4,181000,1
9101869,1919,4875,1880,1,3,201500,0
9102194,1919,4070,1395,1.75,2,119500,0
9102407,1919,6875,1110,1,2,162450,0
9103050,1919,6000,1364,1,3,89995,0
9105676,1919,6300,2058,1,2,205000,0
9105919,1919,7500,1642,1,2,234950,0
9105939,1919,4810,1654,2,4,157059,0
9106033,1919,8775,1336,1,2,107000,0
9106583,1919,7316,1852,1,2,117000,0
9107329,1919,10000,792,1,2,139000,0
9107745,1919,6000,1286,1,1,89500,1
9107826,1919,6000,1437,1,2,138450,0
9108113,1919,5000,1684,1,3,127974,1
9109445,1919,6000,2100,1.5,4,115758,0
9109882,1919,6350,1576,1,3,121500,0
9110631,1919,6000,1224,1,2,110000,0
9111550,1919,5540,910,1,2,152000,0
9111802,1919,12000,2038,1.5,4,165000,0
9147930,1919,43560,2098,1.75,3,253000,0
9149129,1919,13939,672,1,1,82000,0
9092419,1920,4999,1372,1,2,335000,1
9093239,1920,7920,1248,1,2,140000,1
9094002,1920,6534,3276,3.25,6,581000,1
9094778,1920,2625,1024,1,2,185000,1
9095360,1920,5625,1188,1,3,208000,0
9095535,1920,5160,1080,1,2,219000,1
9096084,1920,2880,611,1,1,102263,1
9099410,1920,6500,1305,1,2,117503,0
9099966,1920,6325,1940,2,3,285000,0
9100703,1920,3750,898,1,1,188500,0
9105215,1920,6000,1008,1,1,145000,0
9105811,1920,4810,2144,2,4,184000,1
9106381,1920,9282,1650,1,2,162500,0
9106624,1920,6400,1278,1,4,216300,0
9107030,1920,36155,1720,1.75,3,202500,0
9107172,1920,4500,1746,1,3,122060,0
9107606,1920,6900,973,1,2,104950,0
9109417,1920,7080,2294,2,4,216248,0
9109506,1920,4440,1328,1,2,90000,0
